"veglenkesekvensid","relativ_posisjon","vegvedlikehold","rand_float","year"
521381,0.73670631,vegarbeid,0.0000115040221867,2024
1798729,0.15212765,vegarbeid,0.0000365994443562,2023
930632,0.76136095,vegarbeid,0.000004616561703,2023
72574,0.44979845,vegarbeid,0.0000209197150013,2023
521310,0.98765392,vegarbeid,0.0000918247474859,2023
930272,0.7927936,vegarbeid,0.0000076460634157,2022
2235346,0.11714188,vegarbeid,0.0000716951429497,2023
705266,0.14948087,vegarbeid,0.0000009181588181,2023
704974,0.8532807,vegarbeid,0.0000278048263505,2022
287871,0.23243377,vegarbeid,0.0000063813069026,2024
1060408,0.59902766,vegarbeid,0.0000594206325562,2022
652955,0.19395654,vegarbeid,0.0000705018325377,2023
971570,0.44269755,vegarbeid,0.0000350040012879,2023
443708,0.47027907,vegarbeid,0.0000280159219803,2023
704788,0.88127644,vegarbeid,0.0000311356415551,2023
805140,0.26260934,vegarbeid,0.0000335180012417,2022
971656,0.85982956,vegarbeid,0.0000373834282806,2022
1003186,0.23447049,vegarbeid,0.0000355897959566,2022
223947,0.4856686,vegarbeid,0.0000418067352465,2023
854547,0.13901265,vegarbeid,0.0000531273225187,2024
1801404,0.1686399,vegarbeid,0.0000983454788405,2023
2490810,0.04472889,vegarbeid,0.0000057483684204,2023
1970,0.74451238,vegarbeid,0.000028156764999,2024
578652,0.01042119,vegarbeid,0.0000313082898444,2024
443279,0.2307529,vegarbeid,0.0000108587799231,2024
930600,0.39488265,vegarbeid,0.0000084362028019,2024
291653,0.9529216,vegarbeid,0.0000818732039025,2022
72155,0.42766354,vegarbeid,0.0000126767890025,2024
971798,0.01892745,vegarbeid,0.0000191560385085,2023
1002549,0.98627352,vegarbeid,0.0000537720621321,2022
106322,0.67559465,vegarbeid,0.000043940257092,2023
3027178,0.65561098,vegarbeid,0.0000151174016336,2023
121668,0.06013736,vegarbeid,0.000040146603465,2024
284029,0.10726727,vegarbeid,0.0000798541018205,2024
249410,0.37506076,vegarbeid,0.0000454713755429,2024
224339,0.61616096,vegarbeid,0.000063944858639,2022
885588,0.71530467,vegarbeid,0.0000521706453434,2022
18594,0.62863588,vegarbeid,0.0000824339328238,2022
43516,0.91249947,vegarbeid,0.0000577027585814,2024
21843,0.8537991,vegarbeid,0.0000477189593608,2024
805275,0.75891643,vegarbeid,0.0000829230449205,2022
2570645,0.17286048,vegarbeid,0.0000191717497943,2023
553901,0.80872638,vegarbeid,0.0000080970453532,2022
291250,0.37108386,vegarbeid,0.0000777934074979,2023
854421,0.13797446,vegarbeid,0.0000332651329252,2024
855521,0.57696628,vegarbeid,0.0000597541819646,2022
945159,0.06858509,vegarbeid,0.0000149082399807,2023
249111,0.39452081,vegarbeid,0.0000496524965229,2024
521242,0.82343237,vegarbeid,0.0000398770356996,2024
578321,0.06810888,vegarbeid,0.0000275046523396,2022
2494659,0.52784136,vegarbeid,0.000079086046343,2023
857652,0.30777524,vegarbeid,0.0000201772809519,2022
444220,0.77614509,vegarbeid,0.0000033010400289,2022
2593777,0.31992322,vegarbeid,0.0000803734294571,2024
364916,0.56153347,vegarbeid,0.0000140048327165,2022
705375,0.37473227,vegarbeid,0.0000199500434008,2022
652688,0.82329624,vegarbeid,0.0000960901659993,2024
72368,0.76068881,vegarbeid,0.0000428242068122,2023
521417,0.83662259,vegarbeid,0.0000920000956403,2023
930407,0.57341757,vegarbeid,0.0000284357343181,2024
971421,0.21320599,vegarbeid,0.0000485781799783,2022
972558,0.14039352,vegarbeid,0.0000675580500892,2022
319808,0.05464518,vegarbeid,0.0000404116058625,2024
944342,0.17592794,vegarbeid,0.0000363936207993,2023
555649,0.71177413,vegarbeid,0.0000767640614178,2024
320594,0.33258723,vegarbeid,0.0000102728742036,2024
384064,0.8206208,vegarbeid,0.0000087592751473,2023
364316,0.6695732,vegarbeid,0.0000187089139896,2023
552896,0.74896189,vegarbeid,0.0000249835784766,2023
249617,0.70055256,vegarbeid,0.0000283387962753,2023
443699,0.89035692,vegarbeid,0.0000289311185602,2024
704911,0.63321124,vegarbeid,0.0000794779400153,2024
122596,0.47322476,vegarbeid,0.0000889757658525,2023
3106876,0.45694419,vegarbeid,0.0000292641474507,2022
384028,0.43076142,vegarbeid,0.0000136937793158,2022
72504,0.26456706,vegarbeid,0.0000324338672274,2024
555961,0.95066857,vegarbeid,0.0000083367991457,2023
651161,0.58808888,vegarbeid,0.0000088740283818,2024
249578,0.31499454,vegarbeid,0.0000868708567796,2023
651927,0.33480644,vegarbeid,0.0000477404129389,2022
224972,0.61446529,vegarbeid,0.0000635830777196,2023
286059,0.2545063,vegarbeid,0.0000752631271296,2022
2631223,0.81157728,vegarbeid,0.0000369166850321,2023
404507,0.30472237,vegarbeid,0.0000773780450071,2022
429061,0.49126323,vegarbeid,0.0000732260497937,2023
521503,0.73926757,vegarbeid,0.0000087832029612,2024
578138,0.69767788,vegarbeid,0.0000736900469579,2023
223496,0.16898037,vegarbeid,0.0000857897904155,2024
885412,0.29824251,vegarbeid,0.0000625948916342,2024
805268,0.80957313,vegarbeid,0.0000740897313709,2022
2320727,0.84201539,vegarbeid,0.000046581573504,2024
222941,0.48921097,vegarbeid,0.0000249219224069,2023
320045,0.63518688,vegarbeid,0.000030648797583,2023
705126,0.63466488,vegarbeid,0.0000373739924324,2023
2490819,0.31461983,vegarbeid,0.0000878839418829,2023
106749,0.61848636,vegarbeid,0.0000804044664365,2024
857387,0.12937425,vegarbeid,0.0000893679709326,2022
856374,0.96324962,vegarbeid,0.0000957016807484,2024
2168310,0.83894107,vegarbeid,0.0000331481171105,2024
930632,0.37901306,vegarbeid,0.000019736854904,2023
1060128,0.99294052,vegarbeid,0.0000963813523411,2024
249348,0.59253062,vegarbeid,0.00000442176676,2022
3715426,0.29953294,vegarbeid,0.0000205316484954,2023
44083,0.93360618,vegarbeid,0.0000331648245449,2022
494319,0.76219012,vegarbeid,0.0000984922394234,2024
521339,0.8981289,vegarbeid,0.0000486944477693,2022
291655,0.50611388,vegarbeid,0.0000787512494523,2022
407090,0.1696637,vegarbeid,0.0000447157397176,2023
121782,0.65616213,vegarbeid,0.0000374038946758,2024
704900,0.46224419,vegarbeid,0.0000439417550241,2023
408524,0.50559113,vegarbeid,0.0000815024367378,2024
652476,0.54998077,vegarbeid,0.0000762978730715,2023
365752,0.9940975,vegarbeid,0.0000963668468981,2022
805909,0.44207827,vegarbeid,0.0000122888433898,2022
1175860,0.54606592,vegarbeid,0.0000839444873051,2022
1126370,0.82374999,vegarbeid,0.0000968167271755,2023
249279,0.51938976,vegarbeid,0.0000479972579973,2022
249366,0.92819178,vegarbeid,0.0000471491692323,2024
554839,0.24925403,vegarbeid,0.0000627935754574,2022
22189,0.34446083,vegarbeid,0.0000136279384434,2024
2245209,0.68318364,vegarbeid,0.0000905765612181,2024
249549,0.41566365,vegarbeid,0.000076737100518,2024
407196,0.05791693,vegarbeid,0.0000080361553573,2023
144896,0.15107343,vegarbeid,0.0000093829935222,2023
42981,0.77129909,vegarbeid,0.0000452390614211,2024
281665,0.0149875,vegarbeid,0.0000610555130915,2022
885200,0.26932318,vegarbeid,0.0000391516536669,2022
971548,0.76751794,vegarbeid,0.0000885201180574,2022
704639,0.45976113,vegarbeid,0.0000500078734468,2022
1751409,0.61258649,vegarbeid,0.0000633899169505,2024
603796,0.00869663,vegarbeid,0.0000150835261824,2023
971699,0.46423651,vegarbeid,0.0000558933271326,2022
404807,0.64133549,vegarbeid,0.0000099737968058,2023
3418833,0.72827884,vegarbeid,0.0000933303753662,2024
626895,0.1959285,vegarbeid,0.0000132745223878,2023
44871,0.29025977,vegarbeid,0.0000683935767108,2024
2037144,0.56951667,vegarbeid,0.0000265496179064,2024
971558,0.47482139,vegarbeid,0.000036399406907,2022
578471,0.48653224,vegarbeid,0.0000490818065538,2024
755070,0.17283594,vegarbeid,0.0000561093898003,2024
805502,0.10796023,vegarbeid,0.0000623167618811,2024
420512,0.28281856,vegarbeid,0.000025883172814,2022
424427,0.2764384,vegarbeid,0.0000513414022489,2023
759222,0.81999139,vegarbeid,0.0000446111578858,2023
757195,0.0386554,vegarbeid,0.0000008205865359,2024
1060403,0.00244614,vegarbeid,0.0000316741827523,2023
1060447,0.54952124,vegarbeid,0.0000852010437363,2024
1111541,0.9121744,vegarbeid,0.0000112731985152,2022
1110979,0.79021859,vegarbeid,0.0000355109548281,2023
1126012,0.2908905,vegarbeid,0.0000833733259873,2024
805224,0.96623573,vegarbeid,0.0000309667998944,2024
287376,0.18842795,vegarbeid,0.0000169504668522,2023
578135,0.65467829,vegarbeid,0.0000031045608716,2024
578450,0.04803337,vegarbeid,0.0000266612833009,2023
444221,0.5818273,vegarbeid,0.0000629188721586,2022
857883,0.5733828,vegarbeid,0.0000378757149475,2024
22061,0.62616138,vegarbeid,0.0000324066575126,2023
121633,0.28561427,vegarbeid,0.0000024753398186,2023
492386,0.27975198,vegarbeid,0.0000627599283645,2024
71419,0.01646188,vegarbeid,0.0000279955886369,2022
1933146,0.59154811,vegarbeid,0.000061161608972,2022
445259,0.32663708,vegarbeid,0.0000289320903178,2022
2554052,0.44597947,vegarbeid,0.0000150084831527,2023
626954,0.21395418,vegarbeid,0.0000791431922305,2024
1060370,0.0740582,vegarbeid,0.0000120018799176,2023
1110933,0.29926132,vegarbeid,0.0000246869025056,2023
1175634,0.24570195,vegarbeid,0.0000017732599974,2023
578493,0.83394759,vegarbeid,0.0000829968371772,2024
249566,0.72036886,vegarbeid,0.0000653310210413,2022
2061363,0.15720295,vegarbeid,0.0000404644058972,2022
444357,0.2482219,vegarbeid,0.0000104474102147,2023
759218,0.71737223,vegarbeid,0.0000336600545653,2022
2620349,0.48389055,vegarbeid,0.0000412122614891,2022
930333,0.66327893,vegarbeid,0.0000510391538309,2022
21845,0.45214678,vegarbeid,0.0000934871624334,2024
555788,0.269743,vegarbeid,0.0000292664044165,2024
2055258,0.40442036,vegarbeid,0.0000447070780218,2022
886137,0.42960925,vegarbeid,0.0000033631765989,2023
705316,0.6859159,vegarbeid,0.0000523668749706,2024
72637,0.23617713,vegarbeid,0.0000208898710052,2024
409131,0.68380796,vegarbeid,0.0000391793620562,2022
2499552,0.77935778,vegarbeid,0.0000293476848409,2022
22064,1.0,vegarbeid,0.0000068860509346,2023
805191,0.21593028,vegarbeid,0.0000819462045563,2022
805690,0.32013184,vegarbeid,0.0000657094631745,2024
320037,0.16899846,vegarbeid,0.0000836940628411,2022
72355,0.24898261,vegarbeid,0.0000180250673009,2022
2055257,0.31660035,vegarbeid,0.0000468995146391,2023
2117211,0.85556886,vegarbeid,0.0000407066869131,2023
885449,0.17894685,vegarbeid,0.0000036975423844,2024
384063,0.07556444,vegarbeid,0.0000302557479466,2024
384522,0.65005404,vegarbeid,0.0000568880395094,2023
805789,0.36851177,vegarbeid,0.0000730938632783,2024
857684,0.34608347,vegarbeid,0.0000633464675603,2024
885835,0.36836116,vegarbeid,0.0000079058773288,2024
72686,0.64166023,vegarbeid,0.0000355418160395,2024
921611,0.39066612,vegarbeid,0.0000224376494401,2024
805471,0.31661681,vegarbeid,0.0000610438311786,2022
805179,0.6140393,vegarbeid,0.0000756921216609,2024
756967,0.96703969,vegarbeid,0.0000270735784909,2023
704911,0.42848259,vegarbeid,0.000002595630318,2024
1126103,0.14029149,vegarbeid,0.000061249650925,2024
705002,0.36660656,vegarbeid,0.0000040357571175,2023
805828,0.8222295,vegarbeid,0.0000873701685454,2024
443522,0.30760031,vegarbeid,0.0000332261563947,2022
320519,0.31859895,vegarbeid,0.00008627936748,2022
578661,0.95179777,vegarbeid,0.0000991339941576,2024
805673,0.03522388,vegarbeid,0.0000812370533269,2023
249052,0.82718878,vegarbeid,0.0000398139760209,2024
804983,0.99453708,vegarbeid,0.0000706874022485,2024
855706,0.31244726,vegarbeid,0.000076022969958,2023
1111069,0.79737079,vegarbeid,0.0000343711401704,2022
971307,0.15554298,vegarbeid,0.0000342308869735,2024
885956,0.32992046,vegarbeid,0.0000765797171579,2022
521313,0.66386658,vegarbeid,0.0000718197100207,2023
249273,0.15084536,vegarbeid,0.0000679708069232,2023
578249,0.04739084,vegarbeid,0.0000592071517457,2022
921655,0.2865104,vegarbeid,0.0000522939016918,2022
971707,0.57158747,vegarbeid,0.0000061452988889,2023
1125777,0.7359616,vegarbeid,0.0000457291125825,2024
761536,0.41124864,vegarbeid,0.0000310773223188,2022
578165,0.65499115,vegarbeid,0.0000409374364845,2022
1817751,0.7540441,vegarbeid,0.0000418674290956,2024
22073,0.64083654,vegarbeid,0.000013939835564,2023
930311,0.74361552,vegarbeid,0.0000713016763286,2023
106926,0.04858554,vegarbeid,0.0000830957057687,2024
21735,0.54538703,vegarbeid,0.0000931056646759,2022
805290,0.57851262,vegarbeid,0.0000808854438699,2024
289724,0.39381192,vegarbeid,0.0000785463923539,2022
42265,0.75877518,vegarbeid,0.0000434996896842,2022
72480,0.13941408,vegarbeid,0.000053260223423,2024
578219,0.01541348,vegarbeid,0.0000050050833537,2022
2414260,0.22658578,vegarbeid,0.0000633102799771,2024
491220,0.53213852,vegarbeid,0.0000618141602278,2023
930300,0.21996356,vegarbeid,0.0000360951613116,2024
578512,0.36256819,vegarbeid,0.0000776550722404,2022
181313,0.24748835,vegarbeid,0.0000958042167873,2022
224148,0.97908526,vegarbeid,0.0000868319410802,2024
72596,0.02695684,vegarbeid,0.0000293114043737,2023
554600,0.39339193,vegarbeid,0.0000702152684796,2023
2415605,0.36781616,vegarbeid,0.0000291017918627,2024
705193,0.5950998,vegarbeid,0.0000330099147303,2023
145308,0.19641142,vegarbeid,0.0000601433919479,2023
1125932,0.40086102,vegarbeid,0.0000049603370209,2023
72306,0.03136546,vegarbeid,0.0000698714597079,2022
408767,0.38600823,vegarbeid,0.000014524411398,2022
409131,0.54232889,vegarbeid,0.0000188580958322,2022
555805,0.52932468,vegarbeid,0.0000636718256111,2024
1060527,0.39656933,vegarbeid,0.0000205024755037,2024
1108719,0.60639118,vegarbeid,0.0000214101995507,2022
384489,0.37041266,vegarbeid,0.0000074013958442,2024
1060278,0.19726804,vegarbeid,0.0000061384334572,2023
1812945,0.5920238,vegarbeid,0.0000848915398605,2024
1125879,0.70584462,vegarbeid,0.0000189761238661,2024
1175538,0.53822708,vegarbeid,0.0000522637168279,2023
121708,0.63689276,vegarbeid,0.0000382507779374,2023
42988,0.6337618,vegarbeid,0.0000321996514293,2022
2395118,0.98673027,vegarbeid,0.0000694454268031,2022
605486,0.7596513,vegarbeid,0.000088421062124,2022
164558,0.17209658,vegarbeid,0.0000408054977857,2023
1109172,0.01597716,vegarbeid,0.0000562772821182,2023
2263,0.28606436,vegarbeid,0.0000411119815432,2022
1125961,0.96492593,vegarbeid,0.0000684467422194,2023
651972,0.87507759,vegarbeid,0.0000115118712742,2022
1201931,0.77834115,vegarbeid,0.0000014099612594,2024
1126355,0.84559482,vegarbeid,0.000000569750385,2023
971628,0.89222367,vegarbeid,0.0000141389286188,2023
555175,0.08079502,vegarbeid,0.0000489152247682,2024
121692,0.3037518,vegarbeid,0.0000650181823568,2024
930271,0.61931206,vegarbeid,0.0000086994346271,2023
1125982,0.5917648,vegarbeid,0.0000411172644446,2024
626938,0.73976505,vegarbeid,0.0000992550186041,2024
3600886,0.28340561,vegarbeid,0.0000892970292669,2022
444364,0.17781923,vegarbeid,0.0000601854883381,2024
761161,0.85431426,vegarbeid,0.0000141916914825,2022
605558,0.56277277,vegarbeid,0.0000199911610345,2024
1111675,0.76963522,vegarbeid,0.0000166415379051,2022
930320,0.50496233,vegarbeid,0.0000448635666688,2023
22081,0.7908031,vegarbeid,0.0000092897664981,2022
920957,0.87298844,vegarbeid,0.0000239034143427,2022
804910,0.12863824,vegarbeid,0.00000400045882,2023
755723,0.82018367,vegarbeid,0.000054262367125,2023
182219,0.89223838,vegarbeid,0.000056618971404,2024
1860293,0.84980498,vegarbeid,0.0000966531964786,2024
1126087,0.69727803,vegarbeid,0.0000203993185649,2024
1667733,0.19140523,vegarbeid,0.0000172879693331,2022
759759,0.77735472,vegarbeid,0.0000184117887966,2022
761069,0.96763885,vegarbeid,0.000040933081075,2022
45293,0.88532222,vegarbeid,0.0000303238638439,2022
1878327,0.74039703,vegarbeid,0.0000919891462299,2024
384098,0.60537012,vegarbeid,0.0000143227228877,2024
21968,0.44884142,vegarbeid,0.0000024561434349,2022
22152,0.96957042,vegarbeid,0.0000862550891011,2022
221614,0.67394944,vegarbeid,0.0000400005240094,2023
141655,0.11757013,vegarbeid,0.0000774106916029,2023
144237,0.18008969,vegarbeid,0.000031946139591,2024
1864359,0.09816789,vegarbeid,0.0000960159218543,2024
444305,0.58148156,vegarbeid,0.0000963150688883,2024
283234,0.88048272,vegarbeid,0.000053129754378,2024
181129,0.16574066,vegarbeid,0.000083715310044,2022
3144522,0.11169075,vegarbeid,0.0000697454762697,2022
143318,0.41769409,vegarbeid,0.0000296976677117,2024
521470,0.38889734,vegarbeid,0.00000282344826,2024
578326,0.73430961,vegarbeid,0.0000960425713425,2023
1003162,0.73616044,vegarbeid,0.0000669049973442,2023
142988,0.57515053,vegarbeid,0.0000789846342867,2024
222259,0.17840992,vegarbeid,0.0000105275860834,2023
106199,0.06437362,vegarbeid,0.0000111036224616,2023
144191,0.64736378,vegarbeid,0.0000337721175823,2024
1060688,0.40035191,vegarbeid,0.0000248581274426,2022
408505,0.21036109,vegarbeid,0.0000886951175092,2024
805667,0.52321762,vegarbeid,0.0000834839462561,2024
384566,0.69425819,vegarbeid,0.0000124859607912,2024
3172282,0.50175579,vegarbeid,0.0000444544371092,2024
805163,0.09477499,vegarbeid,0.0000762467964195,2024
625484,0.60117414,vegarbeid,0.0000301691589488,2022
652955,0.36333614,vegarbeid,0.0000223113486048,2024
886122,0.83992151,vegarbeid,0.0000337921848114,2024
220758,0.80711706,vegarbeid,0.0000230853638595,2022
806256,0.07786667,vegarbeid,0.000058056372564,2022
282758,0.01336526,vegarbeid,0.0000131084875756,2023
1125902,0.19737195,vegarbeid,0.0000075734674074,2022
1126131,0.49466427,vegarbeid,0.0000008948875895,2023
106458,0.77228517,vegarbeid,0.0000366033506095,2022
320740,0.69988915,vegarbeid,0.0000401699041918,2023
3367656,0.91733845,vegarbeid,0.0000916365523604,2024
651616,0.01813462,vegarbeid,0.0000744541167285,2022
604681,0.3000819,vegarbeid,0.0000725672354748,2022
249779,0.54524445,vegarbeid,0.0000802780266447,2022
3251338,0.4749406,vegarbeid,0.0000691888664961,2023
946792,0.41365193,vegarbeid,0.0000261392417196,2023
320428,0.97369634,vegarbeid,0.000019328982065,2024
72450,0.6889884,vegarbeid,0.0000262245604606,2022
521290,0.2547516,vegarbeid,0.0000156251030081,2022
1126340,0.04321233,vegarbeid,0.0000638232037464,2023
1206494,0.27527282,vegarbeid,0.0000939654276806,2023
364106,0.25811405,vegarbeid,0.0000818031105603,2022
886080,0.65670643,vegarbeid,0.0000101499904929,2022
930595,0.13340026,vegarbeid,0.0000503219119267,2024
443955,0.47864977,vegarbeid,0.0000490974483019,2023
444229,0.6585635,vegarbeid,0.0000113248734738,2024
805638,0.98919208,vegarbeid,0.0000405998515952,2023
21842,0.83361717,vegarbeid,0.0000472974396781,2023
220974,0.87122831,vegarbeid,0.0000592332204939,2024
651635,0.09993281,vegarbeid,0.0000873477496095,2023
885656,0.47390378,vegarbeid,0.0000764705502049,2024
106301,0.90791206,vegarbeid,0.0000725813008066,2023
760360,0.70871742,vegarbeid,0.0000600724883962,2024
805765,0.73405632,vegarbeid,0.0000490856136889,2022
930404,0.63377819,vegarbeid,0.0000381866902784,2024
43955,0.31697889,vegarbeid,0.0000666712985807,2024
1002716,0.9172039,vegarbeid,0.0000164770347201,2024
405788,0.84463239,vegarbeid,0.0000242596857232,2023
364670,0.67369335,vegarbeid,0.0000175388232747,2022
704729,0.51662652,vegarbeid,0.0000087641464052,2022
704794,0.08502724,vegarbeid,0.0000500486895247,2023
72149,0.7319813,vegarbeid,0.0000181299170672,2022
578263,0.18203836,vegarbeid,0.0000888700249329,2023
